經度,緯度,溫度
120.75000000000003,25.059999999999985,26.9
120.78000000000003,25.059999999999985,26.0
120.81000000000003,25.059999999999985,24.4
120.84000000000003,25.059999999999985,28.0
120.87000000000003,25.059999999999985,28.1
120.66000000000003,25.029999999999983,27.7
120.69000000000003,25.029999999999983,25.7
120.72000000000003,25.029999999999983,24.8
120.75000000000003,25.029999999999983,24.4
120.78000000000003,25.029999999999983,22.2
120.81000000000003,25.029999999999983,27.3
120.84000000000003,25.029999999999983,28.3
120.87000000000003,25.029999999999983,28.8
120.36000000000001,24.999999999999982,27.6
120.63000000000002,24.999999999999982,28.9
120.66000000000003,24.999999999999982,27.0
120.69000000000003,24.999999999999982,25.4
120.72000000000003,24.999999999999982,22.3
120.75000000000003,24.999999999999982,24.3
120.78000000000003,24.999999999999982,24.1
120.81000000000003,24.999999999999982,25.8
120.84000000000003,24.999999999999982,27.3
120.87000000000003,24.999999999999982,25.2
120.63000000000002,24.96999999999998,28.5
120.66000000000003,24.96999999999998,26.8
120.69000000000003,24.96999999999998,22.1
120.72000000000003,24.96999999999998,22.1
120.75000000000003,24.96999999999998,19.3
120.78000000000003,24.96999999999998,24.4
120.81000000000003,24.96999999999998,26.4
120.84000000000003,24.96999999999998,27.8
120.87000000000003,24.96999999999998,28.6
120.90000000000003,24.96999999999998,28.8
120.57000000000002,24.93999999999998,27.5
120.60000000000002,24.93999999999998,27.8
120.63000000000002,24.93999999999998,27.9
120.66000000000003,24.93999999999998,26.9
120.69000000000003,24.93999999999998,26.5
120.72000000000003,24.93999999999998,24.8
120.75000000000003,24.93999999999998,18.0
120.78000000000003,24.93999999999998,23.9
120.81000000000003,24.93999999999998,25.9
120.84000000000003,24.93999999999998,27.0
120.87000000000003,24.93999999999998,26.7
120.90000000000003,24.93999999999998,28.7
120.51000000000002,24.90999999999998,25.3
120.54000000000002,24.90999999999998,25.2
120.57000000000002,24.90999999999998,26.8
120.60000000000002,24.90999999999998,27.2
120.63000000000002,24.90999999999998,27.2
120.66000000000003,24.90999999999998,25.3
120.69000000000003,24.90999999999998,21.7
120.72000000000003,24.90999999999998,25.3
120.75000000000003,24.90999999999998,24.0
120.78000000000003,24.90999999999998,19.4
120.81000000000003,24.90999999999998,21.9
120.84000000000003,24.90999999999998,22.5
120.87000000000003,24.90999999999998,24.0
120.90000000000003,24.90999999999998,26.0
120.51000000000002,24.879999999999978,26.0
120.54000000000002,24.879999999999978,26.1
120.57000000000002,24.879999999999978,26.4
120.60000000000002,24.879999999999978,26.7
120.63000000000002,24.879999999999978,26.5
120.66000000000003,24.879999999999978,22.4
120.69000000000003,24.879999999999978,26.3
120.72000000000003,24.879999999999978,25.1
120.75000000000003,24.879999999999978,19.6
120.78000000000003,24.879999999999978,19.2
120.81000000000003,24.879999999999978,24.5
120.84000000000003,24.879999999999978,26.5
120.87000000000003,24.879999999999978,27.6
120.90000000000003,24.879999999999978,28.3
120.93000000000004,24.879999999999978,28.5
120.45000000000002,24.849999999999977,25.3
120.48000000000002,24.849999999999977,25.8
120.51000000000002,24.849999999999977,25.8
120.54000000000002,24.849999999999977,25.9
120.57000000000002,24.849999999999977,26.1
120.60000000000002,24.849999999999977,26.5
120.63000000000002,24.849999999999977,26.4
120.66000000000003,24.849999999999977,23.6
120.69000000000003,24.849999999999977,19.8
120.72000000000003,24.849999999999977,22.9
120.75000000000003,24.849999999999977,18.2
120.78000000000003,24.849999999999977,19.6
120.81000000000003,24.849999999999977,18.3
120.84000000000003,24.849999999999977,23.0
120.87000000000003,24.849999999999977,25.2
120.90000000000003,24.849999999999977,27.3
120.93000000000004,24.849999999999977,25.1
120.36000000000001,24.819999999999975,25.5
120.39000000000001,24.819999999999975,25.7
120.42000000000002,24.819999999999975,25.8
120.45000000000002,24.819999999999975,25.8
120.48000000000002,24.819999999999975,25.8
120.51000000000002,24.819999999999975,25.8
120.54000000000002,24.819999999999975,25.9
120.57000000000002,24.819999999999975,25.9
120.60000000000002,24.819999999999975,26.3
120.63000000000002,24.819999999999975,26.3
120.66000000000003,24.819999999999975,24.8
120.69000000000003,24.819999999999975,25.0
120.72000000000003,24.819999999999975,23.2
120.75000000000003,24.819999999999975,12.8
120.78000000000003,24.819999999999975,18.2
120.81000000000003,24.819999999999975,20.7
120.84000000000003,24.819999999999975,24.7
120.87000000000003,24.819999999999975,26.8
120.90000000000003,24.819999999999975,27.1
120.93000000000004,24.819999999999975,28.0
120.36000000000001,24.789999999999974,25.5
120.39000000000001,24.789999999999974,24.4
120.42000000000002,24.789999999999974,25.7
120.45000000000002,24.789999999999974,26.3
120.48000000000002,24.789999999999974,25.8
120.51000000000002,24.789999999999974,25.8
120.54000000000002,24.789999999999974,25.6
120.57000000000002,24.789999999999974,26.0
120.60000000000002,24.789999999999974,26.2
120.63000000000002,24.789999999999974,25.7
120.66000000000003,24.789999999999974,25.6
120.69000000000003,24.789999999999974,24.6
120.72000000000003,24.789999999999974,18.8
120.75000000000003,24.789999999999974,12.8
120.78000000000003,24.789999999999974,20.4
120.81000000000003,24.789999999999974,22.3
120.84000000000003,24.789999999999974,23.5
120.87000000000003,24.789999999999974,22.6
120.90000000000003,24.789999999999974,23.6
120.93000000000004,24.789999999999974,26.6
120.96000000000004,24.789999999999974,26.1
120.33000000000001,24.759999999999973,25.5
120.36000000000001,24.759999999999973,25.5
120.39000000000001,24.759999999999973,25.5
120.42000000000002,24.759999999999973,25.5
120.45000000000002,24.759999999999973,25.6
120.48000000000002,24.759999999999973,25.7
120.51000000000002,24.759999999999973,25.6
120.54000000000002,24.759999999999973,25.7
120.57000000000002,24.759999999999973,25.9
120.60000000000002,24.759999999999973,26.0
120.63000000000002,24.759999999999973,26.4
120.66000000000003,24.759999999999973,25.2
120.69000000000003,24.759999999999973,24.8
120.72000000000003,24.759999999999973,17.1
120.75000000000003,24.759999999999973,7.9
120.78000000000003,24.759999999999973,16.5
120.81000000000003,24.759999999999973,23.0
120.84000000000003,24.759999999999973,24.6
120.87000000000003,24.759999999999973,25.7
120.90000000000003,24.759999999999973,26.5
120.93000000000004,24.759999999999973,25.2
120.96000000000004,24.759999999999973,23.3
120.30000000000001,24.729999999999972,25.6
120.33000000000001,24.729999999999972,25.5
120.36000000000001,24.729999999999972,25.5
120.39000000000001,24.729999999999972,25.4
120.42000000000002,24.729999999999972,25.4
120.45000000000002,24.729999999999972,25.5
120.48000000000002,24.729999999999972,25.5
120.51000000000002,24.729999999999972,25.6
120.54000000000002,24.729999999999972,25.7
120.57000000000002,24.729999999999972,25.7
120.60000000000002,24.729999999999972,25.0
120.63000000000002,24.729999999999972,26.3
120.66000000000003,24.729999999999972,22.1
120.69000000000003,24.729999999999972,22.3
120.72000000000003,24.729999999999972,21.0
120.75000000000003,24.729999999999972,10.2
120.78000000000003,24.729999999999972,16.1
120.81000000000003,24.729999999999972,22.5
120.84000000000003,24.729999999999972,23.8
120.87000000000003,24.729999999999972,21.2
120.90000000000003,24.729999999999972,25.0
120.93000000000004,24.729999999999972,26.0
120.96000000000004,24.729999999999972,25.9
120.99000000000004,24.729999999999972,26.7
120.27000000000001,24.69999999999997,26.4
120.30000000000001,24.69999999999997,26.2
120.33000000000001,24.69999999999997,26.0
120.36000000000001,24.69999999999997,25.4
120.39000000000001,24.69999999999997,25.4
120.42000000000002,24.69999999999997,25.4
120.45000000000002,24.69999999999997,25.4
120.48000000000002,24.69999999999997,25.4
120.51000000000002,24.69999999999997,25.5
120.54000000000002,24.69999999999997,25.5
120.57000000000002,24.69999999999997,25.6
120.60000000000002,24.69999999999997,25.8
120.63000000000002,24.69999999999997,26.0
120.66000000000003,24.69999999999997,24.9
120.69000000000003,24.69999999999997,21.2
120.72000000000003,24.69999999999997,16.6
120.75000000000003,24.69999999999997,8.2
120.78000000000003,24.69999999999997,12.7
120.81000000000003,24.69999999999997,19.6
120.84000000000003,24.69999999999997,20.5
120.87000000000003,24.69999999999997,18.2
120.90000000000003,24.69999999999997,21.4
120.93000000000004,24.69999999999997,20.6
120.96000000000004,24.69999999999997,22.9
120.99000000000004,24.69999999999997,25.0
120.27000000000001,24.66999999999997,25.5
120.30000000000001,24.66999999999997,25.6
120.33000000000001,24.66999999999997,25.4
120.36000000000001,24.66999999999997,25.3
120.39000000000001,24.66999999999997,25.3
120.42000000000002,24.66999999999997,25.3
120.45000000000002,24.66999999999997,25.3
120.48000000000002,24.66999999999997,24.5
120.51000000000002,24.66999999999997,25.4
120.54000000000002,24.66999999999997,25.5
120.57000000000002,24.66999999999997,25.5
120.60000000000002,24.66999999999997,25.5
120.63000000000002,24.66999999999997,25.7
120.66000000000003,24.66999999999997,20.2
120.69000000000003,24.66999999999997,19.0
120.72000000000003,24.66999999999997,22.7
120.75000000000003,24.66999999999997,17.9
120.78000000000003,24.66999999999997,16.7
120.81000000000003,24.66999999999997,16.7
120.84000000000003,24.66999999999997,17.7
120.87000000000003,24.66999999999997,19.5
120.90000000000003,24.66999999999997,22.5
120.93000000000004,24.66999999999997,23.8
120.96000000000004,24.66999999999997,25.4
120.99000000000004,24.66999999999997,24.0
121.02000000000004,24.66999999999997,27.3
121.47000000000006,24.66999999999997,26.1
120.30000000000001,24.63999999999997,25.4
120.33000000000001,24.63999999999997,25.4
120.36000000000001,24.63999999999997,25.4
120.39000000000001,24.63999999999997,25.1
120.42000000000002,24.63999999999997,24.7
120.45000000000002,24.63999999999997,25.2
120.48000000000002,24.63999999999997,25.3
120.51000000000002,24.63999999999997,25.3
120.54000000000002,24.63999999999997,25.4
120.57000000000002,24.63999999999997,25.3
120.60000000000002,24.63999999999997,25.3
120.63000000000002,24.63999999999997,25.3
120.66000000000003,24.63999999999997,22.4
120.69000000000003,24.63999999999997,25.2
120.72000000000003,24.63999999999997,24.5
120.75000000000003,24.63999999999997,20.4
120.78000000000003,24.63999999999997,13.8
120.81000000000003,24.63999999999997,12.7
120.84000000000003,24.63999999999997,15.5
120.87000000000003,24.63999999999997,15.2
120.90000000000003,24.63999999999997,19.0
120.93000000000004,24.63999999999997,20.3
120.96000000000004,24.63999999999997,23.1
120.99000000000004,24.63999999999997,23.9
121.02000000000004,24.63999999999997,26.9
121.05000000000004,24.63999999999997,27.1
120.27000000000001,24.609999999999967,25.3
120.30000000000001,24.609999999999967,25.3
120.33000000000001,24.609999999999967,25.4
120.36000000000001,24.609999999999967,25.3
120.39000000000001,24.609999999999967,25.0
120.42000000000002,24.609999999999967,24.9
120.45000000000002,24.609999999999967,25.2
120.48000000000002,24.609999999999967,25.2
120.51000000000002,24.609999999999967,25.2
120.54000000000002,24.609999999999967,25.2
120.57000000000002,24.609999999999967,25.2
120.60000000000002,24.609999999999967,25.1
120.63000000000002,24.609999999999967,24.1
120.66000000000003,24.609999999999967,24.1
120.69000000000003,24.609999999999967,24.7
120.72000000000003,24.609999999999967,19.9
120.75000000000003,24.609999999999967,15.1
120.78000000000003,24.609999999999967,17.4
120.81000000000003,24.609999999999967,18.6
120.84000000000003,24.609999999999967,13.6
120.87000000000003,24.609999999999967,11.6
120.90000000000003,24.609999999999967,11.6
120.93000000000004,24.609999999999967,20.1
120.96000000000004,24.609999999999967,22.9
120.99000000000004,24.609999999999967,23.6
121.02000000000004,24.609999999999967,24.4
121.05000000000004,24.609999999999967,26.7
121.08000000000004,24.609999999999967,26.5
121.11000000000004,24.609999999999967,26.6
120.27000000000001,24.579999999999966,25.2
120.30000000000001,24.579999999999966,25.3
120.33000000000001,24.579999999999966,25.2
120.36000000000001,24.579999999999966,25.2
120.39000000000001,24.579999999999966,25.1
120.42000000000002,24.579999999999966,24.2
120.45000000000002,24.579999999999966,25.1
120.48000000000002,24.579999999999966,24.7
120.51000000000002,24.579999999999966,25.2
120.54000000000002,24.579999999999966,25.2
120.57000000000002,24.579999999999966,25.2
120.60000000000002,24.579999999999966,25.2
120.63000000000002,24.579999999999966,25.2
120.66000000000003,24.579999999999966,23.6
120.69000000000003,24.579999999999966,24.3
120.72000000000003,24.579999999999966,24.3
120.75000000000003,24.579999999999966,23.8
120.78000000000003,24.579999999999966,22.7
120.81000000000003,24.579999999999966,20.4
120.84000000000003,24.579999999999966,18.1
120.87000000000003,24.579999999999966,13.9
120.90000000000003,24.579999999999966,9.5
120.93000000000004,24.579999999999966,16.4
120.96000000000004,24.579999999999966,21.0
120.99000000000004,24.579999999999966,23.2
121.02000000000004,24.579999999999966,24.7
121.05000000000004,24.579999999999966,26.3
121.08000000000004,24.579999999999966,26.5
121.11000000000004,24.579999999999966,26.5
121.14000000000004,24.579999999999966,25.6
120.24000000000001,24.549999999999965,24.8
120.27000000000001,24.549999999999965,25.2
120.30000000000001,24.549999999999965,25.3
120.33000000000001,24.549999999999965,25.2
120.36000000000001,24.549999999999965,25.2
120.39000000000001,24.549999999999965,24.9
120.42000000000002,24.549999999999965,24.7
120.45000000000002,24.549999999999965,24.9
120.48000000000002,24.549999999999965,24.6
120.51000000000002,24.549999999999965,25.2
120.54000000000002,24.549999999999965,25.2
120.57000000000002,24.549999999999965,25.3
120.60000000000002,24.549999999999965,25.2
120.63000000000002,24.549999999999965,25.3
120.66000000000003,24.549999999999965,20.7
120.69000000000003,24.549999999999965,21.9
120.72000000000003,24.549999999999965,18.8
120.75000000000003,24.549999999999965,17.4
120.78000000000003,24.549999999999965,13.3
120.81000000000003,24.549999999999965,19.8
120.84000000000003,24.549999999999965,17.1
120.87000000000003,24.549999999999965,14.8
120.90000000000003,24.549999999999965,6.9
120.93000000000004,24.549999999999965,13.0
120.96000000000004,24.549999999999965,13.3
120.99000000000004,24.549999999999965,17.9
121.02000000000004,24.549999999999965,23.8
121.05000000000004,24.549999999999965,25.0
121.08000000000004,24.549999999999965,26.3
121.11000000000004,24.549999999999965,26.6
121.14000000000004,24.549999999999965,26.5
121.17000000000004,24.549999999999965,26.5
120.24000000000001,24.519999999999964,25.2
120.27000000000001,24.519999999999964,25.2
120.30000000000001,24.519999999999964,24.8
120.33000000000001,24.519999999999964,25.2
120.36000000000001,24.519999999999964,25.2
120.39000000000001,24.519999999999964,24.9
120.42000000000002,24.519999999999964,24.2
120.45000000000002,24.519999999999964,24.5
120.48000000000002,24.519999999999964,25.1
120.51000000000002,24.519999999999964,25.2
120.54000000000002,24.519999999999964,25.1
120.57000000000002,24.519999999999964,25.1
120.60000000000002,24.519999999999964,25.0
120.63000000000002,24.519999999999964,25.0
120.66000000000003,24.519999999999964,21.1
120.69000000000003,24.519999999999964,22.4
120.72000000000003,24.519999999999964,16.5
120.75000000000003,24.519999999999964,9.9
120.78000000000003,24.519999999999964,13.4
120.81000000000003,24.519999999999964,14.3
120.84000000000003,24.519999999999964,15.8
120.87000000000003,24.519999999999964,8.9
120.90000000000003,24.519999999999964,10.9
120.93000000000004,24.519999999999964,16.3
120.96000000000004,24.519999999999964,13.9
120.99000000000004,24.519999999999964,18.3
121.02000000000004,24.519999999999964,19.5
121.05000000000004,24.519999999999964,24.7
121.08000000000004,24.519999999999964,25.8
121.11000000000004,24.519999999999964,23.5
121.14000000000004,24.519999999999964,26.4
121.17000000000004,24.519999999999964,25.9
120.21000000000001,24.489999999999963,25.2
120.24000000000001,24.489999999999963,25.2
120.27000000000001,24.489999999999963,25.2
120.30000000000001,24.489999999999963,25.1
120.33000000000001,24.489999999999963,25.2
120.36000000000001,24.489999999999963,25.1
120.39000000000001,24.489999999999963,24.8
120.42000000000002,24.489999999999963,24.7
120.45000000000002,24.489999999999963,24.2
120.48000000000002,24.489999999999963,25.1
120.51000000000002,24.489999999999963,25.0
120.54000000000002,24.489999999999963,25.0
120.57000000000002,24.489999999999963,24.9
120.60000000000002,24.489999999999963,24.9
120.63000000000002,24.489999999999963,25.0
120.66000000000003,24.489999999999963,22.0
120.69000000000003,24.489999999999963,19.6
120.72000000000003,24.489999999999963,19.3
120.75000000000003,24.489999999999963,13.5
120.78000000000003,24.489999999999963,8.2
120.81000000000003,24.489999999999963,12.7
120.84000000000003,24.489999999999963,14.0
120.87000000000003,24.489999999999963,11.4
120.90000000000003,24.489999999999963,16.2
120.93000000000004,24.489999999999963,19.3
120.96000000000004,24.489999999999963,17.7
120.99000000000004,24.489999999999963,16.4
121.02000000000004,24.489999999999963,16.9
121.05000000000004,24.489999999999963,21.1
121.08000000000004,24.489999999999963,24.7
121.11000000000004,24.489999999999963,24.5
121.14000000000004,24.489999999999963,26.2
121.17000000000004,24.489999999999963,25.8
120.24000000000001,24.45999999999996,25.2
120.27000000000001,24.45999999999996,25.2
120.30000000000001,24.45999999999996,25.1
120.33000000000001,24.45999999999996,25.1
120.36000000000001,24.45999999999996,25.0
120.39000000000001,24.45999999999996,25.0
120.42000000000002,24.45999999999996,24.8
120.45000000000002,24.45999999999996,24.5
120.48000000000002,24.45999999999996,25.0
120.51000000000002,24.45999999999996,24.9
120.54000000000002,24.45999999999996,25.0
120.57000000000002,24.45999999999996,25.0
120.60000000000002,24.45999999999996,24.4
120.63000000000002,24.45999999999996,24.6
120.66000000000003,24.45999999999996,24.2
120.69000000000003,24.45999999999996,22.0
120.72000000000003,24.45999999999996,17.1
120.75000000000003,24.45999999999996,16.5
120.78000000000003,24.45999999999996,13.9
120.81000000000003,24.45999999999996,13.7
120.84000000000003,24.45999999999996,9.0
120.87000000000003,24.45999999999996,9.4
120.90000000000003,24.45999999999996,12.1
120.93000000000004,24.45999999999996,16.9
120.96000000000004,24.45999999999996,22.5
120.99000000000004,24.45999999999996,19.4
121.02000000000004,24.45999999999996,23.1
121.05000000000004,24.45999999999996,24.4
121.08000000000004,24.45999999999996,21.8
121.11000000000004,24.45999999999996,25.0
121.14000000000004,24.45999999999996,25.7
121.17000000000004,24.45999999999996,22.5
121.20000000000005,24.45999999999996,25.1
121.23000000000005,24.45999999999996,26.3
120.21000000000001,24.42999999999996,25.2
120.24000000000001,24.42999999999996,25.1
120.27000000000001,24.42999999999996,24.5
120.30000000000001,24.42999999999996,25.1
120.33000000000001,24.42999999999996,25.0
120.36000000000001,24.42999999999996,25.0
120.39000000000001,24.42999999999996,24.1
120.42000000000002,24.42999999999996,24.8
120.45000000000002,24.42999999999996,24.8
120.48000000000002,24.42999999999996,24.9
120.51000000000002,24.42999999999996,24.4
120.54000000000002,24.42999999999996,25.0
120.57000000000002,24.42999999999996,25.0
120.60000000000002,24.42999999999996,23.8
120.63000000000002,24.42999999999996,24.4
120.66000000000003,24.42999999999996,22.7
120.69000000000003,24.42999999999996,24.1
120.72000000000003,24.42999999999996,21.3
120.75000000000003,24.42999999999996,17.6
120.78000000000003,24.42999999999996,12.4
120.81000000000003,24.42999999999996,15.7
120.84000000000003,24.42999999999996,6.3
120.87000000000003,24.42999999999996,9.1
120.90000000000003,24.42999999999996,9.9
120.93000000000004,24.42999999999996,19.0
120.96000000000004,24.42999999999996,18.2
120.99000000000004,24.42999999999996,15.3
121.02000000000004,24.42999999999996,20.2
121.05000000000004,24.42999999999996,21.7
121.08000000000004,24.42999999999996,24.2
121.11000000000004,24.42999999999996,25.3
121.14000000000004,24.42999999999996,25.5
121.17000000000004,24.42999999999996,23.9
121.20000000000005,24.42999999999996,22.1
121.23000000000005,24.42999999999996,25.7
120.18,24.39999999999996,25.3
120.21000000000001,24.39999999999996,25.2
120.24000000000001,24.39999999999996,25.1
120.27000000000001,24.39999999999996,25.1
120.30000000000001,24.39999999999996,25.1
120.33000000000001,24.39999999999996,25.0
120.36000000000001,24.39999999999996,24.9
120.39000000000001,24.39999999999996,25.0
120.42000000000002,24.39999999999996,24.3
120.45000000000002,24.39999999999996,24.8
120.48000000000002,24.39999999999996,24.4
120.51000000000002,24.39999999999996,24.7
120.54000000000002,24.39999999999996,24.5
120.57000000000002,24.39999999999996,24.6
120.60000000000002,24.39999999999996,24.5
120.63000000000002,24.39999999999996,23.5
120.66000000000003,24.39999999999996,21.5
120.69000000000003,24.39999999999996,21.6
120.72000000000003,24.39999999999996,22.6
120.75000000000003,24.39999999999996,21.5
120.78000000000003,24.39999999999996,19.8
120.81000000000003,24.39999999999996,9.4
120.84000000000003,24.39999999999996,9.5
120.87000000000003,24.39999999999996,13.5
120.90000000000003,24.39999999999996,16.5
120.93000000000004,24.39999999999996,16.3
120.96000000000004,24.39999999999996,6.8
120.99000000000004,24.39999999999996,12.5
121.02000000000004,24.39999999999996,16.8
121.05000000000004,24.39999999999996,19.6
121.08000000000004,24.39999999999996,20.9
121.11000000000004,24.39999999999996,23.8
121.14000000000004,24.39999999999996,25.0
121.17000000000004,24.39999999999996,25.2
121.20000000000005,24.39999999999996,23.4
121.23000000000005,24.39999999999996,23.9
121.26000000000005,24.39999999999996,26.1
120.18,24.36999999999996,26.2
120.21000000000001,24.36999999999996,25.3
120.24000000000001,24.36999999999996,25.2
120.27000000000001,24.36999999999996,25.1
120.30000000000001,24.36999999999996,25.1
120.33000000000001,24.36999999999996,25.0
120.36000000000001,24.36999999999996,25.3
120.39000000000001,24.36999999999996,24.7
120.42000000000002,24.36999999999996,24.3
120.45000000000002,24.36999999999996,24.3
120.48000000000002,24.36999999999996,24.5
120.51000000000002,24.36999999999996,24.4
120.54000000000002,24.36999999999996,24.4
120.57000000000002,24.36999999999996,23.8
120.60000000000002,24.36999999999996,23.7
120.63000000000002,24.36999999999996,22.6
120.66000000000003,24.36999999999996,22.2
120.69000000000003,24.36999999999996,19.8
120.72000000000003,24.36999999999996,20.9
120.75000000000003,24.36999999999996,18.5
120.78000000000003,24.36999999999996,17.5
120.81000000000003,24.36999999999996,8.7
120.84000000000003,24.36999999999996,7.5
120.87000000000003,24.36999999999996,13.1
120.90000000000003,24.36999999999996,15.0
120.93000000000004,24.36999999999996,11.7
120.96000000000004,24.36999999999996,5.9
120.99000000000004,24.36999999999996,8.1
121.02000000000004,24.36999999999996,10.5
121.05000000000004,24.36999999999996,15.5
121.08000000000004,24.36999999999996,23.3
121.11000000000004,24.36999999999996,24.2
121.14000000000004,24.36999999999996,24.8
121.17000000000004,24.36999999999996,25.2
121.20000000000005,24.36999999999996,24.6
121.23000000000005,24.36999999999996,23.8
121.26000000000005,24.36999999999996,25.2
121.29000000000005,24.36999999999996,25.8
120.18,24.339999999999957,25.3
120.21000000000001,24.339999999999957,25.3
120.24000000000001,24.339999999999957,25.2
120.27000000000001,24.339999999999957,25.1
120.30000000000001,24.339999999999957,25.0
120.33000000000001,24.339999999999957,25.0
120.36000000000001,24.339999999999957,24.8
120.39000000000001,24.339999999999957,24.7
120.42000000000002,24.339999999999957,24.8
120.45000000000002,24.339999999999957,24.6
120.48000000000002,24.339999999999957,23.6
120.51000000000002,24.339999999999957,24.2
120.54000000000002,24.339999999999957,24.3
120.57000000000002,24.339999999999957,24.2
120.60000000000002,24.339999999999957,23.4
120.63000000000002,24.339999999999957,22.8
120.66000000000003,24.339999999999957,22.8
120.69000000000003,24.339999999999957,20.3
120.72000000000003,24.339999999999957,15.0
120.75000000000003,24.339999999999957,20.2
120.78000000000003,24.339999999999957,11.2
120.81000000000003,24.339999999999957,8.2
120.84000000000003,24.339999999999957,10.3
120.87000000000003,24.339999999999957,10.5
120.90000000000003,24.339999999999957,12.1
120.93000000000004,24.339999999999957,9.1
120.96000000000004,24.339999999999957,4.6
120.99000000000004,24.339999999999957,4.3
121.02000000000004,24.339999999999957,14.7
121.05000000000004,24.339999999999957,22.2
121.08000000000004,24.339999999999957,19.7
121.11000000000004,24.339999999999957,21.2
121.14000000000004,24.339999999999957,24.7
121.17000000000004,24.339999999999957,25.2
121.20000000000005,24.339999999999957,24.3
121.23000000000005,24.339999999999957,23.8
121.26000000000005,24.339999999999957,25.6
121.29000000000005,24.339999999999957,25.7
120.12,24.309999999999956,25.3
120.15,24.309999999999956,25.3
120.18,24.309999999999956,25.4
120.21000000000001,24.309999999999956,25.3
120.24000000000001,24.309999999999956,25.1
120.27000000000001,24.309999999999956,25.1
120.30000000000001,24.309999999999956,25.0
120.33000000000001,24.309999999999956,24.9
120.36000000000001,24.309999999999956,24.4
120.39000000000001,24.309999999999956,24.3
120.42000000000002,24.309999999999956,24.7
120.45000000000002,24.309999999999956,24.6
120.48000000000002,24.309999999999956,22.7
120.51000000000002,24.309999999999956,22.7
120.54000000000002,24.309999999999956,22.9
120.57000000000002,24.309999999999956,23.4
120.60000000000002,24.309999999999956,19.9
120.63000000000002,24.309999999999956,21.2
120.66000000000003,24.309999999999956,21.8
120.69000000000003,24.309999999999956,18.0
120.72000000000003,24.309999999999956,16.0
120.75000000000003,24.309999999999956,16.8
120.78000000000003,24.309999999999956,17.4
120.81000000000003,24.309999999999956,11.9
120.84000000000003,24.309999999999956,9.8
120.87000000000003,24.309999999999956,4.1
120.90000000000003,24.309999999999956,7.3
120.93000000000004,24.309999999999956,4.0
120.96000000000004,24.309999999999956,4.4
120.99000000000004,24.309999999999956,11.1
121.02000000000004,24.309999999999956,17.2
121.05000000000004,24.309999999999956,17.0
121.08000000000004,24.309999999999956,11.3
121.11000000000004,24.309999999999956,18.7
121.14000000000004,24.309999999999956,23.5
121.17000000000004,24.309999999999956,24.8
121.20000000000005,24.309999999999956,23.2
121.23000000000005,24.309999999999956,21.0
121.26000000000005,24.309999999999956,24.8
121.29000000000005,24.309999999999956,24.5
121.32000000000005,24.309999999999956,24.9
